Lead_ID,Lead_Date,Region,City,Salesperson,Customer_Segment,Lead_Source,Lead_Quality_Score,Lead_Cost_INR,Follow_ups,Converted,Conversion_Date,Days_to_Convert,Lost_Reason
LEAD001591,2024-09-19,South,Chennai,Arjun Nair,SME,Referral,61,108.72,5,No,,,Competitor Chosen
LEAD001592,2024-09-19,West,Mumbai,Dev Patel,Individual,Organic Search,44,98.50,4,No,,,No Response
LEAD001593,2024-09-19,West,Mumbai,Meera Joshi,Individual,Google Ads,32,655.99,3,Yes,2024-09-30,11,
LEAD001594,2024-09-19,East,Kolkata,Vikram Sen,Individual,Organic Search,31,87.01,6,No,,,Competitor Chosen
LEAD001595,2024-09-19,South,Hyderabad,Arjun Nair,SME,Marketplace,59,195.54,2,Yes,2024-10-03,14,
LEAD001596,2024-09-19,South,Bengaluru,Arjun Nair,Individual,Organic Search,42,102.68,4,No,,,Price Too High
LEAD001597,2024-09-19,West,Ahmedabad,Rohan Mehta,Individual,Paid Social,41,481.83,2,No,,,Budget Delayed
LEAD001598,2024-09-20,West,Mumbai,Meera Joshi,SME,Organic Search,62,86.61,1,Yes,2024-09-22,2,
LEAD001599,2024-09-20,North,Delhi,Priya Verma,Individual,Referral,80,103.94,4,Yes,2024-09-26,6,
LEAD001600,2024-09-20,West,Pune,Meera Joshi,Individual,Google Ads,53,584.21,3,Yes,2024-09-29,9,
LEAD001601,2024-09-20,West,Mumbai,Meera Joshi,Corporate,Organic Search,53,101.28,6,No,,,Not Ready Yet
LEAD001602,2024-09-20,South,Bengaluru,Arjun Nair,Individual,Marketplace,63,186.28,4,Yes,2024-10-01,11,
LEAD001603,2024-09-20,South,Bengaluru,Isha Reddy,Individual,Organic Search,42,95.76,2,No,,,Not Ready Yet
LEAD001604,2024-09-20,West,Pune,Dev Patel,Individual,Paid Social,80,371.84,4,Yes,2024-10-13,23,
LEAD001605,2024-09-21,North,Delhi,Karan Malhotra,Individual,Walk-in,60,54.59,1,Yes,2024-10-05,14,
LEAD001606,2024-09-21,North,Delhi,Aarav Sharma,Individual,Paid Social,46,454.54,2,Yes,2024-09-29,8,
LEAD001607,2024-09-21,South,Hyderabad,Isha Reddy,Individual,Paid Social,60,407.06,2,Yes,2024-10-10,19,
LEAD001608,2024-09-21,South,Chennai,Arjun Nair,Individual,Marketplace,48,188.48,3,No,,,Price Too High
LEAD001609,2024-09-21,North,Lucknow,Aarav Sharma,Individual,Paid Social,48,368.30,2,Yes,2024-10-14,23,
LEAD001610,2024-09-21,North,Jaipur,Aarav Sharma,Individual,Referral,73,120.59,2,Yes,2024-10-04,13,
LEAD001611,2024-09-22,West,Mumbai,Meera Joshi,Individual,Organic Search,50,98.64,6,No,,,No Response
LEAD001612,2024-09-22,South,Bengaluru,Arjun Nair,Individual,Organic Search,53,88.28,3,Yes,2024-10-08,16,
LEAD001613,2024-09-22,South,Hyderabad,Sneha Rao,Individual,Organic Search,81,82.26,2,Yes,2024-10-03,11,
LEAD001614,2024-09-22,North,Lucknow,Priya Verma,Corporate,Referral,70,118.18,4,Yes,2024-10-08,16,
LEAD001615,2024-09-22,West,Mumbai,Rohan Mehta,Individual,Referral,64,103.02,4,Yes,2024-09-27,5,
LEAD001616,2024-09-22,South,Bengaluru,Isha Reddy,Individual,Google Ads,54,558.52,3,No,,,Competitor Chosen
LEAD001617,2024-09-23,West,Mumbai,Dev Patel,Individual,Referral,82,106.76,1,Yes,2024-10-05,12,
LEAD001618,2024-09-23,West,Mumbai,Dev Patel,SME,Referral,69,117.41,2,Yes,2024-10-02,9,
LEAD001619,2024-09-23,West,Mumbai,Rohan Mehta,SME,Paid Social,68,469.33,2,Yes,2024-10-07,14,
LEAD001620,2024-09-23,South,Hyderabad,Arjun Nair,SME,Marketplace,82,194.20,6,No,,,Price Too High
LEAD001621,2024-09-23,North,Jaipur,Karan Malhotra,Individual,Organic Search,95,96.71,5,No,,,Competitor Chosen
LEAD001622,2024-09-23,South,Chennai,Isha Reddy,SME,Google Ads,38,636.61,5,No,,,No Response
LEAD001623,2024-09-24,South,Bengaluru,Arjun Nair,Individual,Google Ads,51,582.17,4,Yes,2024-10-09,15,
LEAD001624,2024-09-24,North,Jaipur,Karan Malhotra,Individual,Google Ads,36,649.86,1,Yes,2024-10-01,7,
LEAD001625,2024-09-24,East,Kolkata,Neha Das,Individual,Google Ads,57,608.27,4,Yes,2024-10-17,23,
LEAD001626,2024-09-24,South,Chennai,Sneha Rao,Individual,Organic Search,59,84.71,5,No,,,Competitor Chosen
LEAD001627,2024-09-25,West,Mumbai,Dev Patel,Individual,Google Ads,40,624.90,5,No,,,Budget Delayed
LEAD001628,2024-09-25,East,Kolkata,Neha Das,Individual,Paid Social,57,490.96,3,No,,,Competitor Chosen
LEAD001629,2024-09-25,West,Mumbai,Rohan Mehta,Individual,Organic Search,55,87.32,3,Yes,2024-10-17,22,
LEAD001630,2024-09-25,West,Ahmedabad,Dev Patel,Individual,Marketplace,34,190.87,3,Yes,2024-09-26,1,
LEAD001631,2024-09-25,South,Hyderabad,Isha Reddy,SME,Paid Social,66,422.88,5,No,,,Not Ready Yet
LEAD001632,2024-09-25,North,Lucknow,Aarav Sharma,SME,Organic Search,45,87.32,4,No,,,Price Too High
LEAD001633,2024-09-25,North,Delhi,Priya Verma,SME,Marketplace,51,179.88,4,Yes,2024-10-03,8,
LEAD001634,2024-09-25,South,Hyderabad,Arjun Nair,Individual,Marketplace,43,177.15,4,Yes,2024-10-03,8,
LEAD001635,2024-09-26,North,Delhi,Priya Verma,Individual,Walk-in,42,47.86,1,Yes,2024-10-07,11,
LEAD001636,2024-09-26,West,Mumbai,Meera Joshi,Individual,Organic Search,67,78.36,3,Yes,2024-10-07,11,
LEAD001637,2024-09-26,West,Pune,Meera Joshi,Individual,Walk-in,63,42.75,4,Yes,2024-10-05,9,
LEAD001638,2024-09-26,South,Chennai,Arjun Nair,SME,Marketplace,49,172.56,4,Yes,2024-09-30,4,
LEAD001639,2024-09-27,East,Kolkata,Neha Das,Individual,Organic Search,54,96.25,3,Yes,2024-10-21,24,
LEAD001640,2024-09-27,West,Pune,Rohan Mehta,Individual,Referral,61,111.69,6,No,,,Price Too High
LEAD001641,2024-09-27,South,Hyderabad,Arjun Nair,Individual,Walk-in,40,44.52,5,No,,,Not Ready Yet
LEAD001642,2024-09-27,North,Lucknow,Karan Malhotra,Individual,Organic Search,60,84.57,1,Yes,2024-10-07,10,
LEAD001643,2024-09-27,East,Kolkata,Neha Das,SME,Paid Social,48,429.78,1,No,,,Competitor Chosen
LEAD001644,2024-09-27,South,Bengaluru,Arjun Nair,Individual,Marketplace,46,164.07,6,No,,,Budget Delayed
LEAD001645,2024-09-27,South,Hyderabad,Sneha Rao,SME,Google Ads,76,592.80,2,No,,,Not Ready Yet
LEAD001646,2024-09-28,West,Ahmedabad,Rohan Mehta,Individual,Google Ads,82,684.06,1,No,,,No Response
LEAD001647,2024-09-28,North,Delhi,Karan Malhotra,SME,Walk-in,39,56.84,3,Yes,2024-10-08,10,
LEAD001648,2024-09-28,North,Delhi,Karan Malhotra,SME,Marketplace,61,170.56,6,No,,,No Response
LEAD001649,2024-09-28,North,Jaipur,Karan Malhotra,Individual,Referral,70,105.82,3,Yes,2024-10-07,9,
LEAD001650,2024-09-28,West,Mumbai,Rohan Mehta,Individual,Marketplace,40,202.69,3,Yes,2024-10-09,11,
LEAD001651,2024-09-29,West,Pune,Meera Joshi,Individual,Paid Social,18,365.82,4,No,,,Price Too High
LEAD001652,2024-09-29,West,Ahmedabad,Rohan Mehta,Individual,Referral,70,137.34,1,Yes,2024-10-05,6,
LEAD001653,2024-09-29,West,Ahmedabad,Rohan Mehta,Individual,Paid Social,50,438.14,3,No,,,Budget Delayed
LEAD001654,2024-09-29,West,Pune,Rohan Mehta,Corporate,Walk-in,66,44.67,6,Yes,2024-11-05,37,
LEAD001655,2024-09-29,South,Bengaluru,Isha Reddy,Individual,Paid Social,83,370.13,1,Yes,2024-10-22,23,
LEAD001656,2024-09-29,South,Chennai,Arjun Nair,Individual,Google Ads,54,610.33,5,No,,,Competitor Chosen
LEAD001657,2024-09-29,South,Hyderabad,Arjun Nair,Corporate,Referral,64,113.30,4,No,,,No Response
LEAD001658,2024-09-29,South,Bengaluru,Isha Reddy,Individual,Referral,60,120.51,6,No,,,Price Too High
LEAD001659,2024-09-29,West,Mumbai,Meera Joshi,Individual,Paid Social,47,387.13,6,No,,,Competitor Chosen
LEAD001660,2024-09-29,South,Bengaluru,Arjun Nair,Individual,Paid Social,69,489.27,2,Yes,2024-10-01,2,
LEAD001661,2024-09-30,South,Hyderabad,Sneha Rao,Individual,Google Ads,63,644.56,6,No,,,Competitor Chosen
LEAD001662,2024-09-30,West,Mumbai,Dev Patel,Individual,Marketplace,62,183.56,5,No,,,No Response
LEAD001663,2024-09-30,South,Chennai,Isha Reddy,SME,Marketplace,85,202.27,4,Yes,2024-10-07,7,
LEAD001664,2024-09-30,South,Hyderabad,Sneha Rao,Individual,Paid Social,57,415.50,2,Yes,2024-10-06,6,
LEAD001665,2024-09-30,South,Bengaluru,Arjun Nair,SME,Referral,80,110.73,1,Yes,2024-10-08,8,
LEAD001666,2024-09-30,West,Pune,Meera Joshi,Individual,Referral,59,137.88,6,No,,,Not Ready Yet
LEAD001667,2024-09-30,North,Delhi,Priya Verma,Individual,Paid Social,53,378.42,2,Yes,2024-10-23,23,
LEAD001668,2024-09-30,West,Pune,Dev Patel,SME,Google Ads,64,646.73,1,No,,,No Response
LEAD001669,2024-10-01,West,Pune,Dev Patel,SME,Google Ads,53,709.63,3,Yes,2024-10-12,11,
LEAD001670,2024-10-01,West,Mumbai,Rohan Mehta,Individual,Google Ads,85,666.97,1,Yes,2024-10-04,3,
LEAD001671,2024-10-01,East,Guwahati,Neha Das,SME,Google Ads,42,665.32,1,Yes,2024-10-15,14,
LEAD001672,2024-10-01,South,Hyderabad,Arjun Nair,Individual,Paid Social,49,491.08,2,No,,,Price Too High
LEAD001673,2024-10-01,South,Hyderabad,Arjun Nair,Individual,Google Ads,43,711.08,1,No,,,Not Ready Yet
LEAD001674,2024-10-01,South,Hyderabad,Arjun Nair,Corporate,Organic Search,66,93.06,2,Yes,2024-10-22,21,
LEAD001675,2024-10-01,West,Ahmedabad,Dev Patel,Individual,Marketplace,35,195.78,2,Yes,2024-10-13,12,
LEAD001676,2024-10-01,South,Bengaluru,Arjun Nair,Individual,Paid Social,81,370.37,6,No,,,Price Too High
LEAD001677,2024-10-02,West,Mumbai,Dev Patel,Individual,Referral,62,105.26,2,No,,,Price Too High
LEAD001678,2024-10-02,South,Chennai,Sneha Rao,Individual,Referral,74,130.70,4,Yes,2024-10-06,4,
LEAD001679,2024-10-02,North,Delhi,Aarav Sharma,Individual,Walk-in,71,47.68,1,Yes,2024-10-14,12,
LEAD001680,2024-10-02,South,Hyderabad,Arjun Nair,Individual,Marketplace,38,185.71,1,Yes,2024-10-14,12,
LEAD001681,2024-10-02,West,Mumbai,Rohan Mehta,SME,Organic Search,50,84.24,6,No,,,Budget Delayed
LEAD001682,2024-10-02,East,Kolkata,Neha Das,SME,Walk-in,44,54.76,3,Yes,2024-10-03,1,
LEAD001683,2024-10-03,North,Jaipur,Priya Verma,Individual,Walk-in,76,52.47,5,No,,,No Response
LEAD001684,2024-10-03,East,Guwahati,Vikram Sen,SME,Paid Social,72,462.13,3,No,,,Not Ready Yet
LEAD001685,2024-10-03,South,Hyderabad,Arjun Nair,Individual,Organic Search,48,92.69,1,Yes,2024-10-19,16,
LEAD001686,2024-10-03,West,Pune,Meera Joshi,Corporate,Corporate Outreach,54,258.20,6,No,,,No Response
LEAD001687,2024-10-03,North,Lucknow,Aarav Sharma,Individual,Walk-in,73,50.66,3,No,,,Competitor Chosen
LEAD001688,2024-10-03,North,Lucknow,Karan Malhotra,Individual,Paid Social,69,411.69,4,Yes,2024-10-18,15,
LEAD001689,2024-10-03,South,Bengaluru,Arjun Nair,Individual,Google Ads,50,532.00,3,Yes,2024-10-13,10,
LEAD001690,2024-10-03,North,Delhi,Priya Verma,Individual,Google Ads,48,690.99,4,Yes,2024-10-16,13,
LEAD001691,2024-10-03,North,Lucknow,Aarav Sharma,Individual,Google Ads,50,663.72,3,Yes,2024-10-23,20,
LEAD001692,2024-10-03,South,Chennai,Isha Reddy,Individual,Paid Social,53,453.90,4,Yes,2024-10-10,7,
LEAD001693,2024-10-04,West,Ahmedabad,Rohan Mehta,Individual,Organic Search,64,102.77,5,No,,,No Response
LEAD001694,2024-10-04,South,Hyderabad,Sneha Rao,SME,Corporate Outreach,86,315.73,3,No,,,Budget Delayed
LEAD001695,2024-10-04,North,Jaipur,Priya Verma,Individual,Paid Social,33,374.03,2,No,,,Not Ready Yet
LEAD001696,2024-10-04,East,Kolkata,Kavya Roy,SME,Organic Search,53,81.85,3,No,,,Competitor Chosen
LEAD001697,2024-10-04,West,Mumbai,Dev Patel,SME,Paid Social,33,454.28,1,No,,,Price Too High
LEAD001698,2024-10-04,North,Jaipur,Priya Verma,Individual,Paid Social,50,372.18,1,No,,,No Response
LEAD001699,2024-10-04,West,Mumbai,Rohan Mehta,Individual,Referral,28,113.68,1,Yes,2024-10-08,4,
LEAD001700,2024-10-05,East,Kolkata,Neha Das,Individual,Paid Social,44,436.26,1,No,,,No Response
LEAD001701,2024-10-05,West,Mumbai,Dev Patel,Individual,Referral,60,116.64,1,Yes,2024-10-13,8,
LEAD001702,2024-10-05,West,Ahmedabad,Rohan Mehta,SME,Marketplace,69,182.72,1,Yes,2024-10-09,4,
LEAD001703,2024-10-05,North,Jaipur,Aarav Sharma,Individual,Organic Search,59,102.87,4,No,,,Not Ready Yet
LEAD001704,2024-10-05,South,Hyderabad,Isha Reddy,Individual,Google Ads,62,544.78,2,No,,,No Response
LEAD001705,2024-10-05,North,Delhi,Priya Verma,Individual,Organic Search,53,79.08,5,No,,,Price Too High
LEAD001706,2024-10-05,South,Hyderabad,Sneha Rao,Individual,Walk-in,68,46.67,2,Yes,2024-10-08,3,
LEAD001707,2024-10-05,North,Delhi,Karan Malhotra,Individual,Referral,79,132.61,1,Yes,2024-10-07,2,
LEAD001708,2024-10-05,North,Delhi,Karan Malhotra,Individual,Organic Search,62,86.32,2,Yes,2024-10-14,9,
LEAD001709,2024-10-06,West,Ahmedabad,Rohan Mehta,SME,Organic Search,56,85.50,4,No,,,Competitor Chosen
LEAD001710,2024-10-06,North,Delhi,Priya Verma,Individual,Walk-in,46,45.10,1,Yes,2024-10-13,7,
LEAD001711,2024-10-06,South,Hyderabad,Sneha Rao,Individual,Walk-in,55,52.05,4,Yes,2024-10-13,7,
LEAD001712,2024-10-06,West,Ahmedabad,Rohan Mehta,Individual,Paid Social,33,426.37,3,No,,,Price Too High
LEAD001713,2024-10-06,North,Delhi,Aarav Sharma,Individual,Organic Search,29,78.29,3,No,,,Competitor Chosen
LEAD001714,2024-10-06,West,Ahmedabad,Rohan Mehta,Individual,Google Ads,83,604.48,1,No,,,Competitor Chosen
LEAD001715,2024-10-06,West,Mumbai,Meera Joshi,Individual,Google Ads,45,698.83,3,Yes,2024-10-22,16,
LEAD001716,2024-10-06,West,Pune,Dev Patel,Individual,Organic Search,50,87.51,6,No,,,Competitor Chosen
LEAD001717,2024-10-06,South,Chennai,Isha Reddy,Individual,Google Ads,58,599.22,6,No,,,Budget Delayed
LEAD001718,2024-10-07,East,Kolkata,Vikram Sen,Individual,Organic Search,70,87.80,6,No,,,Competitor Chosen
LEAD001719,2024-10-07,North,Jaipur,Aarav Sharma,Individual,Organic Search,49,83.15,4,Yes,2024-11-01,25,
LEAD001720,2024-10-07,South,Hyderabad,Sneha Rao,Individual,Paid Social,40,444.95,2,Yes,2024-10-24,17,
LEAD001721,2024-10-07,South,Chennai,Isha Reddy,Individual,Organic Search,72,100.72,4,Yes,2024-10-12,5,
LEAD001722,2024-10-07,West,Mumbai,Meera Joshi,Individual,Google Ads,40,597.59,2,No,,,No Response
LEAD001723,2024-10-07,West,Mumbai,Rohan Mehta,Corporate,Corporate Outreach,37,313.28,6,No,,,Price Too High
LEAD001724,2024-10-07,West,Mumbai,Rohan Mehta,Individual,Marketplace,39,195.25,4,No,,,Budget Delayed
LEAD001725,2024-10-07,West,Ahmedabad,Meera Joshi,Individual,Referral,79,132.33,6,No,,,Price Too High
LEAD001726,2024-10-08,West,Ahmedabad,Rohan Mehta,Corporate,Corporate Outreach,36,316.18,6,Yes,2024-10-24,16,
LEAD001727,2024-10-08,South,Hyderabad,Arjun Nair,Individual,Google Ads,42,646.42,6,No,,,Price Too High
LEAD001728,2024-10-08,South,Hyderabad,Arjun Nair,Individual,Organic Search,50,87.62,1,Yes,2024-10-31,23,
LEAD001729,2024-10-08,East,Kolkata,Neha Das,Individual,Organic Search,69,79.57,1,Yes,2024-10-28,20,
LEAD001730,2024-10-08,South,Bengaluru,Isha Reddy,Individual,Paid Social,62,395.38,1,No,,,Price Too High
LEAD001731,2024-10-08,East,Kolkata,Kavya Roy,Individual,Paid Social,64,471.99,1,No,,,No Response
LEAD001732,2024-10-09,West,Pune,Rohan Mehta,SME,Corporate Outreach,22,241.17,4,No,,,Competitor Chosen
LEAD001733,2024-10-09,East,Guwahati,Vikram Sen,Individual,Organic Search,53,77.17,6,No,,,Price Too High
LEAD001734,2024-10-09,South,Hyderabad,Sneha Rao,SME,Organic Search,79,101.50,4,Yes,2024-10-24,15,
LEAD001735,2024-10-09,West,Pune,Rohan Mehta,SME,Organic Search,54,83.46,2,Yes,2024-10-14,5,
LEAD001736,2024-10-09,East,Guwahati,Neha Das,Individual,Marketplace,55,165.76,2,No,,,No Response
LEAD001737,2024-10-09,North,Jaipur,Karan Malhotra,Individual,Walk-in,64,47.36,4,No,,,Price Too High
LEAD001738,2024-10-09,West,Ahmedabad,Rohan Mehta,SME,Organic Search,55,94.91,6,No,,,Price Too High
LEAD001739,2024-10-09,East,Guwahati,Vikram Sen,Individual,Paid Social,58,376.89,5,No,,,Budget Delayed
LEAD001740,2024-10-09,North,Delhi,Karan Malhotra,Individual,Referral,59,129.81,1,Yes,2024-10-17,8,
LEAD001741,2024-10-10,South,Chennai,Arjun Nair,SME,Paid Social,31,467.23,1,No,,,Price Too High
LEAD001742,2024-10-10,North,Lucknow,Priya Verma,Individual,Marketplace,78,206.10,1,Yes,2024-10-17,7,
LEAD001743,2024-10-10,East,Kolkata,Kavya Roy,Individual,Google Ads,62,588.66,2,Yes,2024-10-22,12,
LEAD001744,2024-10-10,West,Pune,Dev Patel,Individual,Organic Search,53,103.46,3,No,,,No Response
LEAD001745,2024-10-10,North,Jaipur,Karan Malhotra,Individual,Organic Search,67,92.26,4,Yes,2024-10-14,4,
LEAD001746,2024-10-10,South,Hyderabad,Isha Reddy,Individual,Marketplace,68,190.38,3,Yes,2024-10-20,10,
LEAD001747,2024-10-10,East,Bhubaneswar,Vikram Sen,Individual,Organic Search,81,101.86,3,Yes,2024-10-26,16,
LEAD001748,2024-10-10,East,Kolkata,Neha Das,SME,Google Ads,56,645.70,4,Yes,2024-10-17,7,
LEAD001749,2024-10-10,North,Delhi,Priya Verma,Individual,Referral,63,102.81,4,Yes,2024-10-11,1,
LEAD001750,2024-10-10,North,Delhi,Karan Malhotra,Corporate,Corporate Outreach,59,292.46,5,Yes,2024-11-11,32,
LEAD001751,2024-10-10,East,Guwahati,Neha Das,Individual,Referral,40,137.30,1,No,,,Not Ready Yet
LEAD001752,2024-10-11,West,Pune,Rohan Mehta,Individual,Marketplace,67,192.07,1,No,,,No Response
LEAD001753,2024-10-11,North,Delhi,Aarav Sharma,Individual,Organic Search,42,91.41,2,Yes,2024-10-20,9,
LEAD001754,2024-10-11,North,Jaipur,Priya Verma,Individual,Google Ads,79,593.57,2,Yes,2024-10-17,6,
LEAD001755,2024-10-11,South,Hyderabad,Sneha Rao,Individual,Organic Search,55,86.57,2,Yes,2024-10-16,5,
LEAD001756,2024-10-11,South,Chennai,Sneha Rao,Individual,Organic Search,39,102.61,3,No,,,Price Too High
LEAD001757,2024-10-11,East,Guwahati,Vikram Sen,SME,Referral,85,106.24,3,Yes,2024-10-18,7,
LEAD001758,2024-10-11,South,Hyderabad,Arjun Nair,Individual,Organic Search,78,79.95,5,No,,,Price Too High
LEAD001759,2024-10-11,West,Ahmedabad,Rohan Mehta,SME,Organic Search,50,93.06,2,No,,,No Response
LEAD001760,2024-10-11,South,Bengaluru,Isha Reddy,SME,Organic Search,87,91.50,4,Yes,2024-10-22,11,
LEAD001761,2024-10-11,South,Bengaluru,Isha Reddy,Individual,Organic Search,73,77.11,2,Yes,2024-11-01,21,
LEAD001762,2024-10-11,North,Delhi,Karan Malhotra,Individual,Marketplace,67,194.86,2,No,,,No Response
LEAD001763,2024-10-11,North,Delhi,Aarav Sharma,SME,Walk-in,71,48.54,2,No,,,Budget Delayed
LEAD001764,2024-10-12,South,Bengaluru,Arjun Nair,Individual,Marketplace,48,178.95,3,No,,,Competitor Chosen
LEAD001765,2024-10-12,South,Hyderabad,Arjun Nair,Individual,Marketplace,73,200.80,5,No,,,Competitor Chosen
LEAD001766,2024-10-12,West,Mumbai,Dev Patel,SME,Paid Social,53,408.27,6,No,,,Price Too High
LEAD001767,2024-10-12,West,Mumbai,Meera Joshi,Individual,Marketplace,69,185.34,2,Yes,2024-10-14,2,
LEAD001768,2024-10-12,West,Mumbai,Dev Patel,Individual,Google Ads,64,616.08,5,No,,,No Response
LEAD001769,2024-10-12,West,Pune,Dev Patel,Individual,Google Ads,55,690.02,2,No,,,No Response
LEAD001770,2024-10-12,North,Delhi,Aarav Sharma,Individual,Organic Search,74,90.33,3,Yes,2024-10-20,8,
LEAD001771,2024-10-12,South,Bengaluru,Arjun Nair,Individual,Google Ads,55,587.94,4,No,,,Competitor Chosen
LEAD001772,2024-10-12,West,Pune,Dev Patel,Corporate,Corporate Outreach,44,239.26,5,No,,,Budget Delayed
LEAD001773,2024-10-12,North,Delhi,Aarav Sharma,Individual,Walk-in,59,47.88,6,No,,,Competitor Chosen
LEAD001774,2024-10-12,East,Guwahati,Neha Das,Individual,Marketplace,66,164.13,2,Yes,2024-10-19,7,
LEAD001775,2024-10-12,North,Lucknow,Karan Malhotra,Individual,Organic Search,73,89.61,1,Yes,2024-10-19,7,
LEAD001776,2024-10-13,East,Bhubaneswar,Vikram Sen,Individual,Organic Search,43,86.20,2,No,,,Not Ready Yet
LEAD001777,2024-10-13,North,Delhi,Priya Verma,Individual,Organic Search,75,96.79,3,Yes,2024-10-19,6,
LEAD001778,2024-10-13,East,Kolkata,Vikram Sen,Individual,Paid Social,30,385.01,3,No,,,Price Too High
LEAD001779,2024-10-13,West,Pune,Rohan Mehta,Individual,Google Ads,58,542.76,4,Yes,2024-11-03,21,
LEAD001780,2024-10-13,North,Delhi,Aarav Sharma,Individual,Paid Social,67,384.36,4,Yes,2024-10-18,5,
LEAD001781,2024-10-13,South,Hyderabad,Isha Reddy,Individual,Referral,88,102.09,3,Yes,2024-10-23,10,
LEAD001782,2024-10-13,West,Ahmedabad,Rohan Mehta,Individual,Google Ads,67,567.40,6,No,,,Budget Delayed
LEAD001783,2024-10-14,South,Bengaluru,Arjun Nair,Individual,Paid Social,69,402.86,4,Yes,2024-10-26,12,
LEAD001784,2024-10-14,South,Chennai,Arjun Nair,Individual,Walk-in,48,51.71,3,No,,,Price Too High
LEAD001785,2024-10-14,East,Guwahati,Kavya Roy,Individual,Paid Social,76,426.25,3,No,,,Price Too High
LEAD001786,2024-10-14,East,Kolkata,Vikram Sen,Individual,Paid Social,48,427.01,6,No,,,Competitor Chosen
LEAD001787,2024-10-14,North,Jaipur,Karan Malhotra,Individual,Organic Search,58,77.15,4,Yes,2024-11-05,22,
LEAD001788,2024-10-14,South,Hyderabad,Arjun Nair,Individual,Google Ads,80,549.90,4,Yes,2024-11-06,23,
LEAD001789,2024-10-15,West,Mumbai,Rohan Mehta,Individual,Referral,62,105.02,4,Yes,2024-10-19,4,
LEAD001790,2024-10-15,North,Delhi,Priya Verma,Individual,Organic Search,36,85.59,2,No,,,No Response
LEAD001791,2024-10-15,East,Bhubaneswar,Kavya Roy,Individual,Referral,82,117.74,3,Yes,2024-10-18,3,
LEAD001792,2024-10-15,South,Hyderabad,Arjun Nair,Individual,Organic Search,41,79.29,5,No,,,Competitor Chosen
LEAD001793,2024-10-15,South,Bengaluru,Isha Reddy,Individual,Google Ads,96,544.53,5,No,,,Price Too High
LEAD001794,2024-10-15,South,Chennai,Sneha Rao,SME,Marketplace,76,178.19,4,Yes,2024-10-22,7,
LEAD001795,2024-10-15,West,Ahmedabad,Rohan Mehta,SME,Paid Social,58,393.96,3,No,,,Not Ready Yet
LEAD001796,2024-10-15,South,Bengaluru,Arjun Nair,Individual,Google Ads,41,603.40,5,No,,,No Response
LEAD001797,2024-10-16,West,Pune,Dev Patel,Individual,Organic Search,65,87.48,1,No,,,Price Too High
LEAD001798,2024-10-16,North,Delhi,Priya Verma,Individual,Marketplace,39,210.45,3,Yes,2024-10-23,7,
LEAD001799,2024-10-16,North,Jaipur,Priya Verma,SME,Marketplace,74,201.52,3,Yes,2024-10-20,4,
LEAD001800,2024-10-16,South,Hyderabad,Sneha Rao,Individual,Marketplace,41,167.78,1,No,,,Price Too High
LEAD001801,2024-10-16,West,Ahmedabad,Meera Joshi,SME,Organic Search,60,84.25,1,Yes,2024-11-04,19,
LEAD001802,2024-10-17,West,Pune,Dev Patel,Individual,Marketplace,45,201.29,3,Yes,2024-10-31,14,
LEAD001803,2024-10-17,North,Delhi,Aarav Sharma,Individual,Paid Social,66,390.41,2,No,,,Budget Delayed
LEAD001804,2024-10-17,South,Chennai,Isha Reddy,Individual,Paid Social,62,484.51,3,No,,,Price Too High
LEAD001805,2024-10-17,West,Ahmedabad,Meera Joshi,Individual,Organic Search,42,76.62,5,No,,,No Response
LEAD001806,2024-10-17,North,Delhi,Aarav Sharma,Individual,Marketplace,41,190.19,3,Yes,2024-10-29,12,
LEAD001807,2024-10-17,North,Delhi,Priya Verma,SME,Corporate Outreach,71,239.93,4,Yes,2024-11-02,16,
LEAD001808,2024-10-18,South,Bengaluru,Isha Reddy,Individual,Google Ads,96,565.47,6,No,,,Price Too High
